window,sample_type,row_id,timestamp,mql_status,py_ema48,mql_ema48,diff_ema48,py_residual,mql_residual,diff_residual,py_sigma48,mql_sigma48,diff_sigma48,py_atr14,mql_atr14,diff_atr14,py_atr_p20,mql_atr_p20,diff_atr_p20,py_atr_p80,mql_atr_p80,diff_atr_p80,py_z_score,mql_z_score,diff_z_score,py_xau_return,mql_xau_return,diff_xau_return,py_xau_bar_time,mql_xau_bar_time,py_xau_open,mql_xau_open,py_xau_close,mql_xau_close,py_atr_sma14_diagnostic,mql_atr14_minus_sma14,py_v1_candidate,mql_v1_candidate,py_v3_candidate,mql_v3_candidate,py_direction,mql_direction,py_atr_regime_pass,mql_atr_regime_pass,py_xau_filter_pass,mql_xau_filter_pass,row_status
DSTTR,candidate,DSTTR_C_06,2023.03.24 03:30:00,PASS,130.885304268,130.885304268,2.54090082308e-11,-0.551304267625,-0.5513042676,2.53974619113e-11,0.267326773089,0.2673267731,1.09106057522e-11,0.228635686472,0.1991428571,0.0294928293717,0.203512693961,0.1815714286,0.0219412653607,0.327647779141,0.3405,0.0128522208593,-2.06228602266,-2.0622860227,3.63833407846e-11,0.00123897869168,0.0012389787,8.32333789565e-12,2023.03.24 03:30:00,2023.03.24 03:30:00,1990.349,1990.3490000000,1992.815,1992.8150000000,0.199142857143,4.28559132626e-11,1,1,1,1,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_07,2023.03.24 10:00:00,PASS,130.57054835,130.57054835,5.42854650121e-12,-0.683548350205,-0.6835483502,5.42732525588e-12,0.208430252186,0.2084302522,1.37834743619e-11,0.24918592784,0.2535,0.00431407216036,0.209069105015,0.1856428571,0.0234262479145,0.327647779141,0.3405,0.0128522208593,-3.27950642018,-3.2795064202,1.52322598979e-11,0.00135780729165,0.0013578073,8.35419277159e-12,2023.03.24 10:00:00,2023.03.24 10:00:00,1994.392,1994.3920000000,1997.1,1997.1000000000,0.2535,4.4408920985e-16,1,1,1,1,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,control,DSTTR_K_04,2023.03.24 15:30:00,PASS,130.468511216,130.468511216,3.27418092638e-11,0.162488784433,0.1624887844,3.27531612943e-11,0.205435197417,0.2054351974,1.65774338701e-11,0.274465754751,0.2955714286,0.0211056738489,0.21064180165,0.1886428571,0.02199894455,0.327647779141,0.3405,0.0128522208593,0.790949099648,0.7909490996,4.84969842063e-11,-0.00303316717638,-0.0030331672,2.36247488586e-11,2023.03.24 15:30:00,2023.03.24 15:30:00,1993.296,1993.2960000000,1987.25,1987.2500000000,0.295571428571,2.85730883398e-11,0,0,0,0,short,short,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_08,2023.03.27 10:30:00,PASS,130.85667998,130.85667998,4.86579665449e-11,0.606320019951,0.60632002,4.86596318794e-11,0.279687114414,0.2796871144,1.44309009187e-11,0.203058571287,0.2139285714,0.0108700001135,0.20025140838,0.1767142857,0.0235371226804,0.318424739866,0.3262142857,0.00778954583392,2.16785110469,2.1678511047,8.36264391069e-12,-0.00214442031048,-0.0021444203,1.0475125975e-11,2023.03.27 10:30:00,2023.03.27 10:30:00,1953.908,1953.9080000000,1949.718,1949.7180000000,0.213928571429,2.85677037581e-11,1,1,1,1,short,short,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_09,2023.03.27 16:30:00,PASS,131.119964965,131.119964965,3.56124019163e-11,0.477035034864,0.4770350349,3.55998563961e-11,0.210885774436,0.2108857744,3.624472944e-11,0.177501664033,0.1648571429,0.0126445211333,0.197833215821,0.1763571429,0.0214760729206,0.308020334003,0.3146428571,0.00662252309671,2.26205411977,2.2620541198,2.99729130404e-11,-0.000648412003746,-0.000648412,3.74643469459e-12,2023.03.27 16:30:00,2023.03.27 16:30:00,1957.089,1957.0890000000,1955.82,1955.8200000000,0.164857142857,4.28556357068e-11,1,1,1,1,short,short,0,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_10,2023.03.28 03:00:00,PASS,131.154389984,131.154389984,4.82316409034e-11,-0.533389984052,-0.5333899841,4.82482942488e-11,0.336081594843,0.3360815948,4.33841851333e-11,0.153183235196,0.1458571429,0.00732609229634,0.194418379982,0.1708571429,0.0235612370822,0.294078408705,0.3035,0.00942159129527,-1.58708478011,-1.5870847801,1.2146061934e-11,8.72351507664e-05,8.72352e-05,4.92336373222e-11,2023.03.28 03:00:00,2023.03.28 03:00:00,1960.219,1960.2190000000,1960.39,1960.3900000000,0.145857142857,4.28590496426e-11,1,1,0,0,long,long,0,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,control,DSTTR_K_05,2023.03.28 08:00:00,PASS,131.054954555,131.054954555,4.29736246588e-11,0.145045445143,0.1450454451,4.29550284231e-11,0.410276287679,0.4102762877,2.08906780763e-11,0.166967920909,0.1641428571,0.00282506380933,0.189658005391,0.1688571429,0.0208008624908,0.288640201261,0.3020714286,0.0134312273386,0.353531143522,0.3535311435,2.15087947453e-11,-0.00039356538508,-0.0003935654,1.49200474566e-11,2023.03.28 08:00:00,2023.03.28 08:00:00,1953.932,1953.9320000000,1953.163,1953.1630000000,0.164142857143,4.28511670592e-11,0,0,0,0,short,short,0,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_11,2023.03.29 06:00:00,PASS,131.231527428,131.231527428,3.04396508e-11,0.65547257197,0.655472572,3.04317682165e-11,0.299545189665,0.2995451897,3.46665474105e-11,0.169458648336,0.1893571429,0.0198984945644,0.180825799222,0.1651428571,0.0156829421215,0.278047816693,0.2924285714,0.0143807547069,2.18822599923,2.1882259992,2.86779489045e-11,-0.000528259326935,-0.0005282593,2.69354540842e-11,2023.03.29 06:00:00,2023.03.29 06:00:00,1963.051,1963.0510000000,1962.014,1962.0140000000,0.189357142857,4.28523327933e-11,1,1,1,1,short,short,0,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch;atr_regime_pass_mismatch
DSTTR,candidate,DSTTR_C_12,2023.03.29 14:00:00,PASS,131.65793777,131.65793777,3.98756583309e-11,0.70006222974,0.7000622297,3.98706623272e-11,0.36676633652,0.3667663365,2.00277017193e-11,0.206402749371,0.2152142857,0.00881153632911,0.178775100042,0.167,0.0117751000425,0.278047816693,0.2924285714,0.0143807547069,1.90874177925,1.9087417793,4.55593340831e-11,0.000381561522726,0.0003815615,2.27256152807e-11,2023.03.29 14:00:00,2023.03.29 14:00:00,1965.607,1965.6070000000,1966.357,1966.3570000000,0.215214285714,1.42880984821e-11,1,1,0,0,short,short,1,1,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_13,2023.03.29 20:00:00,PASS,132.060543699,132.060543699,6.8212102633e-13,0.787456301301,0.7874563013,6.93445301181e-13,0.304580528972,0.304580529,2.80759859805e-11,0.167335809854,0.176,0.00866419014638,0.178348419822,0.1682857143,0.010062705522,0.278047816693,0.2924285714,0.0143807547069,2.58537964971,2.5853796497,5.97477622932e-12,0.00020222457217,0.0002022246,2.78297712837e-11,2023.03.29 20:00:00,2023.03.29 20:00:00,1963.164,1963.1640000000,1963.561,1963.5610000000,0.176,1.94289029309e-15,1,1,1,1,short,short,0,1,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch;atr_regime_pass_mismatch
DSTTR,candidate,DSTTR_C_14,2023.03.30 03:30:00,PASS,132.335177621,132.335177621,1.88720150618e-11,0.329822379181,0.3298223792,1.88903337417e-11,0.195464061704,0.1954640617,3.72066266685e-12,0.151389085701,0.1467142857,0.00467480000098,0.173541640844,0.1638571429,0.00968449794438,0.269826943985,0.2828571429,0.0130301989146,1.68738118049,1.6873811805,9.41002831212e-12,-0.000444798560322,-0.0004447986,3.96782425167e-11,2023.03.30 03:30:00,2023.03.30 03:30:00,1960.438,1960.4380000000,1959.566,1959.5660000000,0.146714285714,1.42899303501e-11,1,1,0,0,short,short,0,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,control,DSTTR_K_06,2023.03.30 07:30:00,PASS,132.37077964,132.37077964,2.9388047551e-11,0.0282203603706,0.0282203604,2.9374967736e-11,0.265560126764,0.2655601268,3.55108165095e-11,0.155735854702,0.1497142857,0.00602156900226,0.172850091332,0.1606428571,0.0122072342318,0.265277837682,0.2750714286,0.0097935909182,0.106267310211,0.1062673102,1.12657383422e-11,-0.00033243802115,-0.000332438,2.11500166339e-11,2023.03.30 07:30:00,2023.03.30 07:30:00,1967.284,1967.2840000000,1966.63,1966.6300000000,0.149714285714,1.42920675295e-11,0,0,0,0,short,short,0,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_15,2023.03.31 08:30:00,PASS,132.830248684,132.830248684,3.67776920029e-11,0.647751316463,0.6477513165,3.6771474754e-11,0.183977974986,0.183977975,1.36848588017e-11,0.220654291013,0.2192857143,0.00136857671336,0.16864651338,0.1572857143,0.0113607990795,0.242711195204,0.2412857143,0.00142548090361,3.5208090344,3.5208090344,4.30988578159e-12,-0.000695663260531,-0.0006956633,3.94692788652e-11,2023.03.31 08:30:00,2023.03.31 08:30:00,1976.531,1976.5310000000,1975.156,1975.1560000000,0.219285714286,1.42841571904e-11,1,1,1,1,short,short,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,control,DSTTR_K_07,2023.03.31 16:00:00,PASS,132.947079239,132.947079239,2.06910044653e-11,-0.138079239379,-0.1380792394,2.06771266775e-11,0.217540450375,0.2175404504,2.45196085658e-11,0.224096952,0.2180714286,0.00602552340007,0.16864651338,0.1588571429,0.00978937047955,0.242026584322,0.2432857143,0.0012591299777,-0.634729031502,-0.6347290315,1.93245419666e-12,-0.000504129517844,-0.0005041295,1.78440652011e-11,2023.03.31 16:00:00,2023.03.31 16:00:00,1979.65,1979.6500000000,1978.652,1978.6520000000,0.218071428571,2.85655388232e-11,0,0,0,0,long,long,1,1,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_16,2023.04.03 06:00:00,PASS,133.117491361,133.117491361,3.24007487507e-11,0.577508638732,0.5775086387,3.23824300708e-11,0.229976269478,0.2299762695,2.20194418254e-11,0.194614108775,0.2052857143,0.0106716055255,0.16864651338,0.1582142857,0.0104322276795,0.237485181426,0.2369285714,0.000556610026444,2.51116621747,2.5111662175,3.21715987184e-11,0.000354206250409,0.0003542063,4.95906165524e-11,2023.04.03 06:00:00,2023.04.03 06:00:00,1953.664,1953.6640000000,1954.356,1954.3560000000,0.205285714286,1.42819922555e-11,1,1,1,1,short,short,1,1,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,control,DSTTR_K_08,2023.04.04 01:30:00,PASS,132.695020496,132.695020496,4.72937244922e-11,0.0879795041473,0.0879795041,4.72846206634e-11,0.396561616069,0.3965616161,3.14190340411e-11,0.168971991934,0.1402142857,0.028757706234,0.16697917037,0.1554285714,0.0115505989699,0.224979553745,0.2272857143,0.00230616055534,0.22185582412,0.2218558241,2.00770511327e-11,-0.0016346565354,-0.0016346565,3.53960730084e-11,2023.04.04 01:30:00,2023.04.04 01:30:00,1981.456,1981.4560000000,1978.217,1978.2170000000,0.140214285714,1.4287321326e-11,0,0,0,0,short,short,1,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch;atr_regime_pass_mismatch
DSTTR,candidate,DSTTR_C_17,2023.04.04 15:00:00,PASS,132.666056021,132.666056021,2.70574673777e-11,-0.888056021273,-0.8880560213,2.70551359094e-11,0.331421703145,0.3314217031,4.52570758647e-11,0.238873682223,0.2482857143,0.00941203207672,0.165695371924,0.1569285714,0.00876680052368,0.222198897369,0.226,0.00380110263125,-2.67953490325,-2.6795349033,4.79838391243e-11,0.000893303546628,0.0008933035,4.6628310154e-11,2023.04.04 15:00:00,2023.04.04 15:00:00,2016.112,2016.1120000000,2017.913,2017.9130000000,0.248285714286,1.42898193278e-11,1,1,1,1,long,long,0,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_18,2023.04.04 23:00:00,PASS,132.16801437,132.16801437,4.80895323562e-11,-0.772014369752,-0.7720143698,4.80709916317e-11,0.419682709085,0.4196827091,1.53564938543e-11,0.154090952851,0.106,0.0480909528508,0.163688278224,0.1548571429,0.0088311353244,0.223438217226,0.2268571429,0.00341892567414,-1.8395191249,-1.8395191249,2.10720330074e-12,0.00133031636586,0.0013303164,3.41391047376e-11,2023.04.04 23:00:00,2023.04.04 23:00:00,2020.572,2020.5720000000,2023.26,2023.2600000000,0.106,2.6645352591e-15,1,1,0,0,long,long,0,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,control,DSTTR_K_09,2023.04.05 09:30:00,PASS,131.820885551,131.820885551,1.62003743753e-12,-0.190885550902,-0.1908855509,1.61207158733e-12,0.34756419243,0.3475641924,2.98801539067e-11,0.175278899316,0.171,0.00427889931582,0.160933210049,0.1527142857,0.0082189243487,0.221607442404,0.2245,0.00289255759607,-0.549209484346,-0.5492094843,4.61831684007e-11,0.00110767051945,0.0011076705,1.94479341485e-11,2023.04.05 09:30:00,2023.04.05 09:30:00,2022.262,2022.2620000000,2024.502,2024.5020000000,0.171,4.4408920985e-15,0,0,0,0,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
DSTTR,candidate,DSTTR_C_19,2023.04.05 16:30:00,PASS,131.537985176,131.537985176,2.23963070312e-11,-0.357985175822,-0.3579851758,2.23924212506e-11,0.206305053953,0.206305054,4.74574268772e-11,0.221349663464,0.2490714286,0.0277217651359,0.161429218021,0.1532142857,0.00821493232055,0.222198897369,0.2259285714,0.00372967403125,-1.73522252104,-1.735222521,3.79074549528e-11,0.000286033687642,0.0002860337,1.23577602144e-11,2023.04.05 16:30:00,2023.04.05 16:30:00,2020.741,2020.7410000000,2021.319,2021.3190000000,0.249071428571,2.85758638974e-11,1,1,0,0,long,long,1,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch;atr_regime_pass_mismatch
DSTTR,candidate,DSTTR_C_20,2023.04.06 19:00:00,PASS,131.496928311,131.496928311,2.73985278909e-11,0.342071688573,0.3420716886,2.74119060784e-11,0.227121687128,0.2271216871,2.81650536227e-11,0.145408266454,0.159,0.0135917335461,0.158794442588,0.1473571429,0.0114372996881,0.213931423684,0.225,0.0110685763158,1.50611635946,1.5061163595,3.69049235616e-11,-0.000969044816456,-0.0009690448,1.64563214401e-11,2023.04.06 19:00:00,2023.04.06 19:00:00,2009.195,2009.1950000000,2007.248,2007.2480000000,0.159,8.04911692853e-15,1,1,0,0,short,short,0,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch;atr_regime_pass_mismatch
DSTTR,control,DSTTR_K_10,2023.04.06 20:30:00,PASS,131.530814236,131.530814236,2.23963070312e-11,0.243185763778,0.2431857638,2.23966400981e-11,0.232412125846,0.2324121258,4.64737137662e-11,0.12821755153,0.0882142857,0.0400032658303,0.158197330211,0.147,0.0111973302114,0.213648930725,0.225,0.0113510692747,1.04635574797,1.046355748,2.90596435804e-11,0.000398612628746,0.0003986126,2.87456315261e-11,2023.04.06 20:30:00,2023.04.06 20:30:00,2006.961,2006.9610000000,2007.761,2007.7610000000,0.0882142857143,1.42927752966e-11,0,0,0,0,short,short,0,0,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,control,SUMMER_K_01,2023.07.03 00:00:00,PASS,144.460222871,144.460222871,4.69810856885e-11,-0.206222871147,-0.2062228711,4.69913274959e-11,0.17344763324,0.1734476332,4.01496336178e-11,0.116934630437,0.086,0.0309346304374,0.121396949288,0.1087142857,0.0126826635882,0.164937926233,0.1797142857,0.0147763594673,-1.18896330434,-1.1889633043,3.90232290925e-11,-0.000170475517213,-0.0001704755,1.7213386505e-11,2023.07.03 00:00:00,2023.07.03 00:00:00,1918.164,1918.1640000000,1917.837,1917.8370000000,0.086,1.47104550763e-15,0,0,0,0,long,long,0,0,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,candidate,SUMMER_C_01,2023.07.03 07:30:00,PASS,144.530234019,144.530234019,7.67386154621e-12,0.296765981108,0.2967659811,7.68279884156e-12,0.167473011472,0.1674730115,2.81760448306e-11,0.132605393296,0.1321428571,0.000462536196109,0.120961443035,0.108,0.0129614430355,0.162142768469,0.1759285714,0.013785802931,1.77202271876,1.7720227188,3.72730735165e-11,-0.00182446886814,-0.0018244689,3.18598611035e-11,2023.07.03 07:30:00,2023.07.03 07:30:00,1915.626,1915.6260000000,1912.131,1912.1310000000,0.132142857143,4.28587443313e-11,1,1,0,0,short,short,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,control,SUMMER_K_02,2023.07.04 10:30:00,PASS,144.543854173,144.543854173,1.33582034323e-11,-0.101854173087,-0.1018541731,1.33781874467e-11,0.11512771092,0.1151277109,1.98279587194e-11,0.0958582591218,0.1004285714,0.00457031227823,0.119357502057,0.1064285714,0.0129289306568,0.162142768469,0.1759285714,0.013785802931,-0.884705969335,-0.8847059693,3.47893935881e-11,-0.000170025799342,-0.0001700258,6.58444517443e-13,2023.07.04 10:30:00,2023.07.04 10:30:00,1929.119,1929.1190000000,1928.791,1928.7910000000,0.100428571429,2.85738793737e-11,0,0,0,0,long,long,0,0,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,candidate,SUMMER_C_02,2023.07.06 03:00:00,PASS,144.457851891,144.457851891,3.53850282409e-11,-0.281851890665,-0.2818518907,3.53738704995e-11,0.137561684917,0.1375616849,1.70807257227e-11,0.122727514723,0.1257857143,0.00305819957656,0.112513439894,0.0963571429,0.0161562969939,0.158108348157,0.1665714286,0.00846308044341,-2.04891275383,-2.0489127538,2.76410005995e-11,0.000135509476543,0.0001355095,2.34574942207e-11,2023.07.06 03:00:00,2023.07.06 03:00:00,1918.685,1918.6850000000,1918.945,1918.9450000000,0.125785714286,1.42839906569e-11,1,1,1,1,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,control,SUMMER_K_03,2023.07.06 12:00:00,PASS,144.160837837,144.160837837,4.49631443189e-11,-0.097837836845,-0.0978378368,4.49739412378e-11,0.243282076244,0.2432820762,4.38660774371e-11,0.199087548256,0.2231428571,0.0240553088442,0.112513439894,0.0963571429,0.0161562969939,0.159070412748,0.1675,0.00842958725156,-0.402158014908,-0.4021580149,8.18101142386e-12,-0.0083769943309,-0.0083769943,3.09045532221e-11,2023.07.06 12:00:00,2023.07.06 12:00:00,1926.586,1926.5860000000,1910.447,1910.4470000000,0.223142857143,4.2854775284e-11,0,0,0,0,long,long,0,0,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,candidate,SUMMER_C_03,2023.07.07 09:30:00,PASS,143.789279621,143.789279621,1.58024704433e-11,-0.684279620916,-0.6842796209,1.58165702757e-11,0.253295247905,0.2532952479,5.37253574961e-12,0.157351707482,0.1631428571,0.00579114961757,0.112513439894,0.0955,0.0170134398939,0.161157141276,0.1697142857,0.00855714442397,-2.70150990425,-2.7015099043,5.0025317222e-11,0.000616238189638,0.0006162382,1.03615927687e-11,2023.07.07 09:30:00,2023.07.07 09:30:00,1914.844,1914.8440000000,1916.024,1916.0240000000,0.163142857143,4.28606039549e-11,1,1,1,1,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,candidate,SUMMER_C_04,2023.07.07 20:30:00,PASS,142.945387147,142.945387146,3.63229446521e-11,-0.856387146536,-0.8563871465,3.63206131837e-11,0.393587964981,0.393587965,1.85677029307e-11,0.160537170871,0.1315,0.0290371708712,0.112513439894,0.0955,0.0170134398939,0.163357156952,0.1755714286,0.0122142716482,-2.17584688235,-2.1758468824,4.74842387632e-11,0.000441675686377,0.0004416757,1.36230145003e-11,2023.07.07 20:30:00,2023.07.07 20:30:00,1924.489,1924.4890000000,1925.339,1925.3390000000,0.1315,5.82867087928e-16,1,1,1,1,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,candidate,SUMMER_C_05,2023.07.10 22:30:00,PASS,141.91308359,141.91308359,3.29691829393e-12,-0.629083590003,-0.62908359,3.31867866521e-12,0.344819288723,0.3448192887,2.29925523065e-11,0.123755543878,0.0842857143,0.0394698295783,0.112513439894,0.0929285714,0.0195848684939,0.165700136207,0.1766428571,0.0109427208932,-1.82438631068,-1.8243863107,2.38380426509e-11,0.000197435520417,0.0001974355,2.04166222774e-11,2023.07.10 22:30:00,2023.07.10 22:30:00,1924.679,1924.6790000000,1925.059,1925.0590000000,0.0842857142857,1.42831857453e-11,1,1,0,0,long,long,1,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch;atr_regime_pass_mismatch
SUMMER,candidate,SUMMER_C_06,2023.07.11 09:30:00,PASS,141.221999042,141.221999042,2.50395260082e-11,-0.812999042025,-0.812999042,2.50408582758e-11,0.219057757372,0.2190577574,2.80785117379e-11,0.189170855416,0.1972142857,0.00804343028386,0.113364678966,0.093,0.0203646789665,0.166523045255,0.1789285714,0.0124055261451,-3.71134559113,-3.7113455911,2.97020186224e-11,0.00107858705096,0.0010785871,4.90366911573e-11,2023.07.11 09:30:00,2023.07.11 09:30:00,1935.866,1935.8660000000,1937.954,1937.9540000000,0.197214285714,1.42874323483e-11,1,1,1,1,long,long,0,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,candidate,SUMMER_C_07,2023.07.11 22:00:00,PASS,140.694540627,140.694540627,3.36513039656e-11,-0.449540627266,-0.4495406273,3.36555228131e-11,0.192994694234,0.1929946942,3.44137218722e-11,0.138399967529,0.0979285714,0.0404713961286,0.11576894198,0.0939285714,0.0218403705803,0.169523223607,0.1834285714,0.0139053477927,-2.32929008256,-2.3292900826,4.29798419077e-11,0.000516502193323,0.0005165022,6.67711253042e-12,2023.07.11 22:00:00,2023.07.11 22:00:00,1932.228,1932.2280000000,1933.226,1933.2260000000,0.0979285714286,2.85700629821e-11,1,1,1,1,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,candidate,SUMMER_C_08,2023.07.12 08:30:00,PASS,140.06802688,140.06802688,7.16227077646e-12,-0.467026879893,-0.4670268799,7.15816295127e-12,0.200473397482,0.2004733975,1.79063708305e-11,0.184552771909,0.1902142857,0.00566151379068,0.11576894198,0.0952142857,0.0205546562803,0.171444097031,0.1835714286,0.0121273315686,-2.32962021774,-2.3296202177,3.76521036571e-11,-0.000105946328107,-0.0001059463,2.81070094364e-11,2023.07.12 08:30:00,2023.07.12 08:30:00,1934.942,1934.9420000000,1934.737,1934.7370000000,0.190214285714,1.42824085891e-11,1,1,1,1,long,long,0,0,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,candidate,SUMMER_C_09,2023.07.12 19:00:00,PASS,139.305401101,139.305401101,3.73177044821e-11,-0.915401100663,-0.9154011007,3.7294167754e-11,0.297624745463,0.2976247455,3.74246189594e-11,0.200621053905,0.2645,0.0638789460953,0.116849030725,0.0959285714,0.0209204593248,0.173767441085,0.1874285714,0.0136611303149,-3.07568881492,-3.0756888149,2.01705319114e-11,-6.07859573202e-05,-6.0786e-05,4.26798247758e-11,2023.07.12 19:00:00,2023.07.12 19:00:00,1957.689,1957.6890000000,1957.57,1957.5700000000,0.2645,4.27435864481e-15,1,1,1,1,long,long,0,0,1,1,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,control,SUMMER_K_04,2023.07.13 01:00:00,PASS,138.954743516,138.954743516,3.66640051652e-12,-0.338743515996,-0.338743516,3.67256225431e-12,0.267929385512,0.2679293855,1.24107391031e-11,0.183095071699,0.1476428571,0.0354522145986,0.116849030725,0.0959285714,0.0209204593248,0.175383953195,0.1879285714,0.0125446182051,-1.26430147014,-1.2643014701,3.73117092778e-11,0.000510474434633,0.0005104744,3.4632923699e-11,2023.07.13 01:00:00,2023.07.13 01:00:00,1957.003,1957.0030000000,1958.002,1958.0020000000,0.147642857143,4.28536095498e-11,0,0,0,0,long,long,0,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch;atr_regime_pass_mismatch
SUMMER,candidate,SUMMER_C_10,2023.07.13 20:00:00,PASS,138.407012627,138.407012627,1.11128883873e-11,-0.394012626689,-0.3940126267,1.11089470956e-11,0.19406924384,0.1940692438,3.98857613604e-11,0.169402435531,0.1534285714,0.015973864131,0.11754850358,0.0959285714,0.0216199321802,0.183501396253,0.2001428571,0.0166414608474,-2.0302682635,-2.0302682635,3.46211947999e-12,7.19402803833e-05,7.19403e-05,1.96167352788e-11,2023.07.13 20:00:00,2023.07.13 20:00:00,1959.959,1959.9590000000,1960.1,1960.1000000000,0.153428571429,2.85691192925e-11,1,1,1,1,long,long,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,candidate,SUMMER_C_11,2023.07.14 13:00:00,PASS,138.249664043,138.249664043,1.56319401867e-11,0.660335956516,0.6603359565,1.56381574357e-11,0.37510537872,0.3751053787,2.0418167157e-11,0.226827453681,0.2445714286,0.017743974919,0.120189109053,0.0976428571,0.0225462519528,0.190777507587,0.205,0.0142224924128,1.76040119384,1.7604011938,4.1089576186e-11,-0.000626834333356,-0.0006268343,3.33561964942e-11,2023.07.14 13:00:00,2023.07.14 13:00:00,1957.455,1957.4550000000,1956.228,1956.2280000000,0.244571428571,2.85709511605e-11,1,1,0,0,short,short,0,0,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
SUMMER,control,SUMMER_K_05,2023.07.17 03:00:00,PASS,138.530179362,138.530179362,1.51487711264e-11,0.0888206381848,0.0888206382,1.51580137331e-11,0.300174978091,0.3001749781,9.37799837786e-12,0.149098997275,0.1312857143,0.0178132829746,0.120915862173,0.0974285714,0.0234872907727,0.193555482476,0.2092857143,0.0157302318238,0.295896209437,0.2958962094,3.69747010787e-11,-0.00100280775935,-0.0010028078,4.06533088443e-11,2023.07.17 03:00:00,2023.07.17 03:00:00,1953.515,1953.5150000000,1951.556,1951.5560000000,0.131285714286,1.42881817489e-11,0,0,0,0,short,short,1,1,0,0,FAIL:atr14_mismatch;atr_p20_mismatch;atr_p80_mismatch
